"Country","City","AQI.Value","CO.AQI.Value","Ozone.AQI.Value","NO2.AQI.Value","PM2.5.AQI.Value","Latitude","Longitude"
"Ukraine","Ordzhonikidze",68,1,41,0,68,47.6546589,34.1149341
"India","Palghar",150,1,26,1,150,19.6978751,72.7686942
"Uruguay","Pando",34,0,20,1,34,-34.721323,-55.959447
"Mexico","Paraiso",137,4,22,5,137,24.0138957,-104.6085324
"Mexico","Periban",45,1,6,3,45,19.5202728,-102.4157412
"Sudan","Sawakin",62,1,47,0,62,19.103071,37.331236
"Russian Federation","Severskaya",42,1,42,0,36,44.853421,38.6781253
"India","Chirawa",187,2,83,0,187,28.2408,75.6448
"India","Churachandpur",24,1,17,0,24,24.3468839,93.6994143
"Russian Federation","Chusovoy",37,1,27,0,37,58.282055,57.821075
"Bolivia (Plurinational State of)","Cochabamba",32,1,2,2,32,NA,NA
"Romania","Comarnic",38,1,38,0,10,45.2428262,25.6343171
"Italy","Corciano",62,1,45,2,62,43.1290269,12.287718
"Mexico","Culiacan",107,2,9,8,107,24.7978965,-107.393395
"Hungary","Dabas",86,1,37,3,86,47.1886122,19.3203063
"United States of America","Bedford Heights",36,2,36,4,33,41.4143826,-81.5061146
"United States of America","Bemidji",50,1,38,1,50,47.4785418,-94.8907869
"Ukraine","Beryslav",38,1,38,0,24,46.8357749,33.416743
"India","Betul",176,1,34,0,176,21.8998192,77.8959149
"Pakistan","Bhopalwala",153,2,131,1,153,31.6238511,73.2017776
"India","Bhuj",155,0,28,0,155,23.2472446,69.668339
"Democratic Republic of the Congo","Boende",72,3,9,0,72,-0.2836634,20.8826368
"Poland","Boguszow Gorce",77,1,39,1,77,50.7566795,16.2043895
"Germany","Braunau",59,1,35,4,59,51.0805107,9.124979
"Brazil","Campos Sales",15,0,15,0,15,-7.0750814,-40.3830178
"Spain","Cangas",30,1,30,2,25,42.2647235,-8.7796487
"France","Castelnaudary",31,1,31,1,20,43.3192021,1.9533495
"Australia","Bairnsdale",26,0,26,0,8,-37.8254509,147.6304752
"Indonesia","Baki",60,1,33,0,60,-7.6110368,110.7836652
"Germany","Bamberg",56,1,43,2,56,49.8916044,10.8868478
"India","Banswara",175,1,40,0,175,23.550075,74.446294
"United Kingdom of Great Britain and Northern Ireland","Broxburn",38,1,20,6,38,55.9343917,-3.4693866
"Italy","Brusciano",65,1,65,2,55,40.923212,14.423933
"Angola","Caala",131,6,27,2,131,-12.8484131,15.5581893
"Venezuela (Bolivarian Republic of)","Cabimas",87,1,20,4,87,NA,NA
"United States of America","Calexico",33,1,28,6,33,32.6668134,-115.4963754
"Sweden","Ostersund",27,0,27,0,7,63.1793655,14.6357061
"India","Pahasu",164,4,160,1,164,28.171963,78.063567
"India","Panaji",33,1,32,0,33,15.4989946,73.8282141
"Malaysia","Pantai Remis",61,1,58,1,61,4.455272,100.626025
"India","Pathalgaon",162,2,88,0,162,22.5565847,83.4586397
"Poland","Pleszew",48,1,34,2,48,51.8960985,17.7865673
"United Kingdom of Great Britain and Northern Ireland","Pontefract",33,1,33,4,16,53.6917422,-1.3105722
"Senegal","Pout",184,2,18,4,184,14.7702196,-17.0611162
"Romania","Pucioasa",45,1,41,0,45,45.0761504,25.4342663
"India","Punahana",176,4,173,1,176,NA,NA
"Israel","Qiryat Shemona",113,3,80,5,113,33.2074733,35.5707828
"United States of America","Saint Peter",59,1,36,3,59,44.3238384,-93.9585295
"France","Saint Jean De La Ruelle",48,1,22,4,48,47.9098024,1.8717431
"Thailand","Rayong",53,0,15,3,53,12.6817905,101.277765
"United States of America","Reedley",56,1,30,5,56,36.5963906,-119.4511877
"Brazil","Riacho De Santana",26,1,8,1,26,-13.6100985,-42.9355254
"India","Rishikesh",131,2,85,0,131,30.1086537,78.2916193
"Uzbekistan","Romitan",167,1,47,0,167,39.9331585,64.3826789
"Germany","Siegburg",47,1,35,2,47,50.7928332,7.2070774
"Sudan","Sinnar",57,1,16,0,57,13.55,33.633333
"Serbia","Smederevo",65,1,38,2,65,44.6651048,20.9271115
"Lithuania","Plunge",59,1,39,0,59,55.9139294,21.8533903
"Portugal","Pontinha",37,1,37,4,17,38.7670657,-9.1996189
"United Kingdom of Great Britain and Northern Ireland","Prestwich",62,1,15,11,62,53.5304274,-2.2960186
"Brazil","Prudentopolis",55,1,16,0,55,-25.203358,-50.9895774
"Turkey","Bahce",45,1,44,0,45,37.9595482,40.7421331
"Thailand","Bang Saphan",19,1,16,0,19,11.2095023,99.5113754
"India","Baramula",152,3,37,3,152,34.2086903,74.343498
"Poland","Bartoszyce",36,1,36,0,22,54.2523708,20.8143702
"France","Begles",41,1,41,0,25,44.8074559,-0.5488542
"United States of America","Bethpage",61,2,38,9,61,40.749517,-73.485536
"India","Bijni",126,4,27,6,126,26.4969244,90.7014587
"Russian Federation","Borodino",44,1,28,0,44,55.9,94.89365
"United States of America","Bridgeport",54,1,39,7,54,41.1792695,-73.1887863
"Australia","Caboolture",24,0,21,8,24,-27.0839336,152.9510863
"Colombia","Cali",30,1,14,1,30,3.4519988,-76.5325259
"United States of America","Campbellsville",41,2,36,4,41,37.3433974,-85.3419069
"France","Carcassonne",43,1,43,0,36,43.2130358,2.3491069
"United Kingdom of Great Britain and Northern Ireland","Chapeltown",43,1,35,1,43,53.4619775,-1.4654915
"United Republic of Tanzania","Chato",33,1,22,0,33,-2.6390341,31.7655918
"Guatemala","Chisec",57,1,19,0,57,15.813015,-90.2896971
"Cuba","Cienfuegos",43,1,31,0,43,22.1459864,-80.4530775
"New Zealand","Gisborne",27,0,27,0,7,-38.661326,178.0206487
"Russian Federation","Gorodovikovsk",47,1,47,0,17,46.082851,41.934269
"Russian Federation","Gramoteino",42,1,22,6,42,54.4985749,86.3722183
"Canada","Grand Centre",41,1,27,0,41,NA,NA
"Brazil","Guararapes",58,1,24,0,58,-21.2542739,-50.6440083
"Russian Federation","Gudermes",60,1,45,2,60,43.3486103,46.095945
"China","Hanting",165,7,73,16,165,36.7553782,119.2054018
"India","Haridwar",163,5,25,12,163,29.9384473,78.1452985
"China","Hengshan",137,3,29,10,137,37.867222,109.4075
"United States of America","Hybla Valley",50,1,50,1,38,38.7476101,-77.0826957
"Nigeria","Ife",77,2,41,0,77,7.482824,4.5604451
"Nigeria","Ifo",80,2,38,1,80,6.8144895,3.1957574
"Pakistan","Isa Khel",178,3,115,2,178,32.6750144,71.2761153
"Turkey","Islahiye",44,1,44,0,41,37.025109,36.6331302
"India","Jhabua",135,1,36,2,135,22.760543,74.6049526
"India","Jugsalai",148,3,32,5,148,22.77714,86.1858661
"Turkmenistan","Kaka",123,1,40,0,123,37.3463914,59.6161082
"India","Kavali",92,2,46,1,92,14.9135846,79.9926902
"United States of America","Keizer",53,2,21,6,53,44.9969,-123.0266267
"United States of America","Stuart",60,1,17,10,60,27.197983,-80.2519175
"Venezuela (Bolivarian Republic of)","San Joaquin",63,1,14,8,63,NA,NA
"Italy","Santa Maria Capua Vetere",58,1,48,3,58,41.0799225,14.2563971
"Brazil","Santa Vitoria Do Palmar",18,1,9,1,18,-33.5198333,-53.3693967
"Brazil","Sao Raimundo Nonato",22,0,13,0,22,-9.0149761,-42.6888427
"Germany","Selb",66,1,41,1,66,50.169121,12.1297769
"France","Vieux Conde",59,1,33,3,59,50.4724228,3.5675784
"Portugal","Vila Franca De Xira",29,1,29,4,27,38.9120641,-8.9889234
"Brazil","Vilhena",33,1,1,0,33,-12.7368536,-60.1465555
"Germany","Waltershausen",54,1,36,4,54,50.897728,10.5035734
"United States of America","Washington",66,2,32,7,66,38.8950368,-77.0365427
"India","Khuldabad",149,1,33,0,149,20.0061161,75.1928111
"Russian Federation","Kraskovo",57,1,21,13,57,55.6587214,37.9798073
"Ukraine","Kremenchuk",35,1,35,1,33,49.0629553,33.403516
"India","Krishnagiri",55,0,25,0,55,12.5188835,78.2206536
"Germany","Kurten",48,1,25,3,48,51.0540204,7.2612771
"Kazakhstan","Kuryk",81,1,33,0,81,43.176664,51.6796799
"Guatemala","La Gomera",76,3,20,8,76,14.0856228,-91.0516644
"Honduras","La Paz",74,1,4,4,74,14.3233902,-87.683199
"Brazil","Lages",17,0,17,0,12,-27.8165664,-50.325883
"Germany","Langerwehe",45,1,24,4,45,50.801983,6.3681233
"India","Lathi",153,0,28,0,153,21.724718,71.3899959
"United States of America","Lemont",57,2,29,12,57,41.6737149,-88.0016263
"Burkina Faso","Leo",26,1,11,0,26,11.0971341,-2.1047639
"China","Linping",204,5,204,6,155,30.4217049,120.2946532
"Poland","Lipno",36,0,36,0,31,52.8473901,19.1792654
"France","Lourdes",32,1,32,1,19,43.0940904,-0.0464975
"Turkey","Luleburgaz",44,1,44,0,12,41.4041358,27.3554651
"United States of America","Lynden",52,2,19,13,52,48.9466041,-122.4569315
"United Kingdom of Great Britain and Northern Ireland","Maesteg",48,1,21,5,48,51.6088841,-3.6583848
"Canada","Magog",57,2,9,7,57,45.2658014,-72.1480686
"Brazil","Manaus",40,1,4,1,40,-3.1316333,-59.9825041
"India","Manvi",67,0,27,0,67,15.9967483,77.0481181
"United States of America","Gloversville",43,1,43,2,35,43.0508945,-74.3452991
"Hungary","God",61,1,36,2,61,47.6834336,19.1341568
"United States of America","Goleta",42,1,42,6,32,34.4358295,-119.8276389
"United States of America","Fredericksburg",53,1,30,4,53,38.3031837,-77.4605399
"Germany","Friedrichsdorf",30,0,30,1,26,50.2620906,8.6248898
"Germany","Dormagen",29,0,25,2,29,51.0934389,6.8416158
"United States of America","Dover",48,1,35,4,48,39.158168,-75.5243682
"United States of America","East Patchogue",43,1,30,9,43,40.7670427,-72.9962189
"United States of America","Eastpointe",90,3,21,18,90,42.4683698,-82.9554746
"Equatorial Guinea","Ebebiyin",44,1,23,0,44,2.1537363,11.3370815
"Spain","El Astillero",42,0,37,0,42,43.4001931,-3.8185789
"Mexico","El Quince",62,1,8,6,62,24.8131039,-107.5555187
"United Kingdom of Great Britain and Northern Ireland","Chelmsford",27,1,21,8,27,51.7345329,0.4730532
"Russian Federation","Chernenko",48,1,32,0,48,44.3652731,39.3106218
"Ukraine","Chernivtsi",75,1,37,1,75,48.2864702,25.9376532
"France","Cognac",46,1,25,2,46,45.6931647,-0.3250175
"India","Contai",171,2,66,1,171,21.7805923,87.7448286
"Dominican Republic","Cotui",154,4,2,15,154,19.058468,-70.1533738
"Mexico","Coyotepec",166,3,11,14,166,19.7764137,-99.2088914
"Ecuador","Cuenca",18,1,4,2,18,-2.8974072,-79.0041726
"Netherlands","Dalfsen",32,0,32,1,28,52.5117836,6.2566367
"India","Dibrugarh",33,1,23,1,33,27.4844597,94.9019447
"United States of America","Dodge City",54,1,24,3,54,37.7527982,-100.0170787
"Slovenia","Domzale",54,1,44,0,54,46.1394296,14.5944553
"Sri Lanka","Dambulla",51,0,22,0,51,7.8742031,80.6510917
"Australia","Deception Bay",29,0,29,5,27,-27.1931635,153.0274736
"India","Dhar",154,1,35,0,154,22.5972396,75.306565
"India","Dinanagar",132,2,132,1,101,32.1338479,75.4719883
"Japan","Ise",41,1,41,1,16,34.4996115,136.7271774
"Brazil","Itabira",52,1,7,3,52,-19.6190169,-43.226248
"United States of America","Hillsboro",38,1,24,8,38,45.5228939,-122.989827
"Iraq","Hit",158,1,47,0,158,33.6387394,42.8278537
"Colombia","Ibague",78,2,2,5,78,4.4386033,-75.2108857
"Russian Federation","Orlovskiy",39,1,39,0,21,46.869869,42.051865
"India","Panapakkam",78,0,30,0,78,NA,NA
"France","Rosny Sous Bois",30,1,28,2,30,48.8716626,2.4875193
"France","Saint Gaudens",32,1,32,1,21,43.1077682,0.7247218
"Paraguay","San Juan Bautista",24,0,20,0,24,-26.6690194,-57.1455794
"Romania","Santana",73,1,34,1,73,46.3465604,21.5049578
"Brazil","Sao Raimundo Das Mangabeiras",34,1,7,0,34,-7.023608,-45.4769436
"Brazil","Sao Vicente",252,16,0,47,252,-23.9664177,-46.3861401
"Brazil","Parelhas",35,0,18,1,35,-6.691369,-36.6584475
"United States of America","Parma Heights",42,1,39,3,42,41.3914132,-81.7598257
"Indonesia","Pasuruan",99,1,43,1,99,-7.6399593,112.9070632
"Italy","Paterno",50,1,40,1,50,40.378311,15.732769
"India","Pauri",79,2,79,1,69,30.1479882,78.7759518
"Brazil","Pedreiras",53,2,1,2,53,-4.5687989,-44.6003029
"United States of America","Pierre",45,1,12,4,45,44.3683644,-100.351136
"United States of America","Plano",62,1,22,5,62,33.0136764,-96.6925096
"Indonesia","Plered",116,3,116,1,112,-6.6459072,107.3864372
"Albania","Polican",63,1,39,1,63,40.6122122,20.0989769
"Italy","Pompei",61,1,61,2,49,40.7491267,14.5006415
"India","Sasni",500,1,46,1,433,27.7034536,78.0829402
"Ghana","Sekondi",70,1,20,0,70,4.937,-1.7127928
"India","Shaikhpura",185,1,91,1,185,NA,NA
"India","Shamli",500,4,77,9,426,29.4483494,77.3087719
"Sweden","Skara",31,1,31,1,29,58.3846075,13.4397675
"Russian Federation","Slyudyanka",33,1,33,0,28,51.656769,103.719292
"United States of America","Soddy Daisy",56,2,48,3,56,35.2359025,-85.1907904
"Russian Federation","Staryy Oskol",45,1,31,1,45,NA,NA
"Italy","Corleone",86,1,46,0,86,37.8121051,13.3014827
"Paraguay","Coronel Oviedo",83,3,2,2,83,-25.450055,-56.4406994
"United States of America","Coshocton",75,2,36,9,75,40.2720151,-81.8595757
"United States of America","Cranford",64,2,23,14,64,40.656539,-74.3035794
"Romania","Curtea De Arges",40,1,40,0,40,45.1469341,24.6779826
"India","Daboh",166,4,159,1,166,26.0083888,78.8808723
"Pakistan","Pindi Gheb",179,2,179,1,153,33.2437103,72.2686198
"Peru","Piura",43,0,22,0,43,-5.1971376,-80.6267237
"Colombia","Pivijay",111,2,10,8,111,10.4654031,-74.6169599
"India","Pokaran",500,0,37,0,500,26.9198813,71.9197573
"Canada","Port Huron",37,1,33,5,37,NA,NA
"Italy","Riposto",52,1,39,1,52,37.7318901,15.2042214
"United States of America","Rochester",46,1,21,6,46,43.157285,-77.615214
"Thailand","Trang",56,1,27,0,56,7.5557778,99.6076502
"Germany","Traunstein",33,1,27,1,33,47.8695272,12.6484621
"United States of America","Traverse City",30,1,24,5,30,44.7606481,-85.6165976
"Sri Lanka","Trincomalee",48,0,27,0,48,8.576425,81.2344952
"Norway","Tromso",32,1,32,0,10,69.6516345,18.9558585
"United Kingdom of Great Britain and Northern Ireland","Trowbridge",30,0,30,1,26,51.3161455,-2.2024323
"United Republic of Tanzania","Tukuyu",19,0,16,0,19,-9.2558985,33.6458601
"Sweden","Tumba",43,0,43,0,22,59.2005555,17.8343123
"Brazil","Tupaciguara",33,1,10,1,33,-18.5932122,-48.6999014
"Myanmar","Twante",58,0,23,0,58,16.716667,95.933333
"India","Udpura",155,1,44,0,155,24.1224488,75.1509098
"Hungary","Ullo",44,1,28,2,44,47.3850605,19.3453263
"Malaysia","Ulu Tiram",139,1,48,3,139,1.5993646,103.820877
"Thailand","Uthai Thani",43,0,20,0,43,15.3823399,100.0280546
"United States of America","Vernon",50,1,46,3,50,34.007135,-118.22525
"Spain","Vicar",38,1,19,8,38,36.8316986,-2.6430297
"Russian Federation","Vidnoye",66,1,24,12,66,55.5571496,37.7087142
"Ecuador","Tena",27,1,4,1,27,-0.9916185,-77.8163379
"Republic of North Macedonia","Tetovo",48,1,43,0,48,42.0068297,20.9728556
"Brazil","Tibagi",18,0,18,0,14,-24.5151667,-50.4101487
"France","Vierzon",38,1,26,2,38,47.2217489,2.0691421
"Italy","Vimercate",33,1,33,3,32,45.6139627,9.37006
"New Zealand","Wanganui",25,0,25,0,17,-39.9324904,175.0519306
"Belgium","Waregem",38,1,24,3,38,50.8868222,3.4323622
"United States of America","Waupun",50,1,16,10,50,43.633216,-88.7296352
"India","Deori",172,2,57,0,172,24.1431393,81.4314644
"India","Dindori",181,1,45,0,181,22.9213356,81.0808561
"United States of America","Knoxville",56,1,56,1,19,35.9603948,-83.9210261
"Belgium","Kortrijk",44,1,38,1,44,50.8276429,3.2659884
"France","Lamballe",51,1,34,2,51,48.4624461,-2.5165023
"Uruguay","Las Piedras",25,0,25,1,23,-34.7274904,-56.2164982
"Italy","Latina",77,1,77,0,30,41.467299,12.9037518
"Italy","Lerici",70,1,70,0,38,44.0736073,9.9099135
"Italy","Lurate Caccivio",97,1,56,0,97,45.7645831,8.9914724
"Russian Federation","Lyangasovo",31,1,31,1,22,58.5185518,49.4527679
"Philippines","Mabalacat",153,2,25,7,153,15.2250826,120.5733815
"Turkey","Ergani",39,1,39,0,33,38.2689763,39.7609219
"Ecuador","Esmeraldas",17,0,17,0,12,0.9668153,-79.6523847
"Germany","Essenbach",53,1,46,2,53,48.6130261,12.2169913
"Afghanistan","Farah",103,1,42,0,103,32.3740907,62.1146266
"Romania","Filipestii De Padure",40,1,40,0,16,44.9981367,25.7431335
"China","Dongdu",152,3,152,3,110,34.6196539,112.4477046
"France","Ecully",110,2,26,4,110,45.7754498,4.7785644
"Kenya","Embu",63,2,23,1,63,-0.5376699,37.4583949
"Philippines","Goa",48,0,25,0,48,13.6973443,123.4885073
"India","Golaghat",63,2,32,0,63,26.5108262,93.9743686
"Germany","Gottingen",55,1,37,5,55,51.5328328,9.9351811
"Brazil","Guara",45,1,4,2,45,-20.4290496,-47.8250067
"India","Gumia",156,3,91,2,156,23.7994808,85.8251059
"India","Gummidipundi",86,2,40,2,86,13.4167141,80.1270858
"United Kingdom of Great Britain and Northern Ireland","Hawick",28,1,28,1,14,55.422564,-2.7866951
"Germany","Hofheim",72,2,35,5,72,50.09494,8.42285
"China","Huangzhou",101,4,101,5,99,30.4369576,114.8750766
"United States of America","Fishers",67,2,22,17,67,39.9555928,-86.0138729
"Colombia","Florencia",43,1,3,2,43,1.6158666,-75.6143045
"United States of America","Fort Pierce",82,1,23,7,82,27.4467056,-80.3256056
"China","Foshan",149,4,20,18,149,23.0239788,113.1159558
"Japan","Fujisawa",52,1,40,2,52,35.3388615,139.4909335
"France","Gaillard",63,1,30,2,63,46.1838437,6.211169
"Russian Federation","Galich",41,1,25,1,41,58.381382,42.347916
"Nepal","Gaur",79,2,49,1,79,26.7660963,85.2749238
"Nigeria","Gboko",60,2,24,0,60,7.4113172,8.9737556
"Belgium","Ath",64,1,31,5,64,50.6311349,3.7769485
"India","Attingal",65,1,28,0,65,8.6985965,76.8134401
"Morocco","Azimur",27,1,21,9,27,NA,NA
"Philippines","Baao",48,0,25,0,48,13.4531948,123.3663867
"Sudan","Babanusah",55,2,15,0,55,14.266667,33.766667
"Philippines","Bacoor",52,1,27,1,52,14.458816,120.959579
"Brazil","Anapolis",71,2,4,5,71,-16.3332828,-48.9525756
"Italy","Arcore",67,1,36,4,67,45.626556,9.3214647
"Brazil","Acajutiba",29,1,6,2,29,-11.6609659,-38.0186381
"Italy","Adelfia",45,1,45,1,20,41.0042654,16.8716526
"Azerbaijan","Agdas",60,1,43,0,60,40.1672967,46.0857252
"Portugal","Aguas Santas",29,1,29,3,20,41.2077591,-8.5727501
"Pakistan","Sillanwali",177,3,177,1,167,31.8231777,72.5412055
"Armenia","Sisian",45,1,37,0,45,39.5235435,46.0235784
"India","Siyana",160,3,127,1,160,28.6277173,78.0599187
"Russian Federation","Satka",34,1,34,0,27,55.0455799,58.9752931
"India","Satrikh",157,3,120,1,157,NA,NA
"Italy","Savigliano",61,1,37,1,61,44.644037,7.655929
"Portugal","Setubal",33,0,33,3,27,38.5241783,-8.8932341
"Russian Federation","Sharya",51,1,30,0,51,58.37257,45.519306
"India","Shahpur",155,3,118,1,155,27.3835175,75.9624195
"Germany","Karlsfeld",50,1,42,2,50,48.2266316,11.4676387
"Japan","Kawagoe",31,1,31,4,21,35.9251145,139.4856927
"India","Kemri",170,4,170,1,161,25.3654043,73.9367115
"India","Khurda",124,2,51,2,124,25.1142028,79.5337096
"India","Kichha",156,3,156,0,155,28.9103155,79.5189401
"Nigeria","Kishi",59,2,21,0,59,9.083333,3.85
"China","Kuche",157,1,46,0,157,41.7134956,82.9544345
"Turkey","Kutahya",63,1,33,0,63,39.4199106,29.9857886
"Spain","Laguna De Duero",31,1,31,1,13,41.582811,-4.7214404
"Germany","Dossenheim",70,1,38,2,70,49.449242,8.6732428
"South Africa","Deneysville",176,8,10,13,176,-26.89,28.096389
"India","Dharur",102,1,37,1,102,18.8204315,76.1137332
"India","Dindigul",39,1,29,0,39,10.365646,77.9693256
"China","Dingtao",200,4,200,3,159,35.0758996,115.565062
"Russian Federation","Nevelsk",28,1,28,0,16,46.6877802,141.8601144
"United States of America","New Hope",53,1,31,6,53,45.0347176,-93.3861037
"Indonesia","Ngawen",60,1,33,0,60,-7.836365,110.6832724
"India","Nichlaul",85,2,61,0,85,27.3134215,83.7257283
"India","Nirmal",135,1,39,0,135,19.0924602,78.3486041
"Congo","Nkayi",155,7,23,1,155,-4.1840962,13.2883675
"United States of America","Middle River",36,1,33,7,36,48.4343071,-96.1640721
"Poland","Miedzychod",51,1,35,1,51,52.6046468,15.8935386
"Philippines","Minalin",67,1,25,2,67,14.9681787,120.6849187
"Botswana","Moshupa",35,1,23,0,35,-24.778208,25.415537
"Romania","Motru",49,1,37,1,49,44.8011015,22.9678763
"Hungary","Nagykata",59,1,42,1,59,47.4138187,19.7503736
"Brazil","Nova Lima",130,3,1,8,130,-19.9854089,-43.8470691
"Nigeria","Ogbomosho",71,2,22,1,71,8.133,4.25
"Italy","Nicosia",52,1,48,0,52,37.747452,14.397271
"Cameroon","Nkongsamba",54,1,20,0,54,4.9525115,9.9391669
"France","Nogent Sur Marne",71,1,45,1,71,48.8387639,2.4916592
"Czechia","Nymburk",61,1,45,0,61,50.186331,15.0417306
"Russian Federation","Oboyan",40,1,40,0,17,51.211079,36.276245
"United States of America","Fenton",47,1,30,1,47,38.5131989,-90.4400578
"United States of America","Ferguson",76,1,70,2,76,41.9370178,-92.8656677
"Romania","Filiasi",63,1,63,0,45,44.5538277,23.5205621
"Russian Federation","Gatchina",25,1,25,5,19,59.5680407,30.1252083
"Germany","Geseke",52,1,44,0,52,51.6395322,8.512578
"Benin","Tchaourou",63,1,34,0,63,8.8881676,2.596108
"India","Thrissur",89,1,21,4,89,10.5270099,76.214621
"India","Tindwari",174,4,96,5,174,NA,NA
